Reg_ICA,Titular,Estado,Producto,Activos,Cantidades,Indicaciones,Precauciones,Laboratorio_Productor,Pais_Origen,Importador,Empaques,Especies,Tiempo_Retiro,Tipo_Medicamento,Estado_Clean,Origen_Clasif
9449-BV,SYNBIOTICS CORPORATION,VIGENTE,ProFLOK MG,"

Cada Kit para la detección de Ac contra Mycoplasma gallisepticum contiene:

1.	Microplacas sensibilizadas con Mycoplasma gallisepticum
2.	Solución de lavado 20X
3.	Diluyente de la muestra
4.	Control normal
5.	Control positivo
6.	Conjugado 100X (IgG de cabra anti pollo conjugada con HRP)
7.	Sustrato tampón peroxidasa
8.	Solución de frenado 5X.
9.	Laminas adhesiva
10.	Inserto
","



10 Microplacas x 96 pozos
1 frasco por 100 ml
1 frasco por 200 ml
1 frasco por 0.1 ml
1 frasco por 0.1 ml
1 frasco por 1 ml
1 frasco por 100 ml
1 frasco por 25 ml
10 piezas
1
",Kit para la detección de anticuerpos contra. Mycoplasma gallisepticum en suero de aves de corral.,"Uso veterinario. Almacenar entre 2°C y 8°C. No congelar. Manténgase fuera del alcance de los niños. No mezclar o asociar reactivos procedentes de Kits que llevan números de lote diferentes. No utilice reactivos después de la fecha de vencimiento. Manejar todas las muestras y reactivos como material bio-peligroso.
",No informa.,Estados Unidos.,"
ADN Internacional S.A. o Zoetis S.A.S.",Microplacas de poliestireno. Frascos en polietileno de alta densidad (PEAD).,Aves.,No aplica.,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
9452-MV,"FARMACEUTICA INTERNACIONAL DE GARANTIA ANIMAL S.A. ""FIGA S.A.""",VIGENTE,FIGA PETS CHAMPU ESPUMA SECA,"Cada 100 mL de champú contienen:


Water, alcohol denat, cocoamidopropil betaina, sodium laureth sulfate, bambusa arundinacea stem, citric acid, PEG-35 castor oil, methil glucose dioleate PEG-120, glycerin, aloe barbadensis leaf extract, allantoin, cetrimonium chloride, panthenol, hexametyllindanopyran, methylparaben, propylparaben, biotin c.s.p.  ",".






100 mL.","Uso tópico para el cuidado, la limpieza y desodorización de perros y gatos.","Uso Veterinario. Almacenar en lugar fresco, seco a temperatura no mayor a 30°C. Manténgase fuera del alcance de los niños. Suspender su uso en caso de presentarse irritación o inflamación de la piel. Evitar el contacto con ojos y mucosas. Uso tópico.

",Qoppa Pharma S.A.S.,Colombia.,No aplica.,Frascos en PET con espumero por 150 o 200 mL.,Caninos y Felinos,No aplica.,Hormonas,VIGENTE,COLOMBIA (Fabricado Nacional)
9454-MV,KYROVET LABORATORIES S.A.,VIGENTE,FLORBIOTICO ORAL,"Cada mL de solución oral contiene: _x000D_
_x000D_
Florfenicol","_x000D_
_x000D_
100 mg.","En porcinos (levante y ceba) y aves (pollos de engorde y pollas de levante) para el tratamiento de infecciones causadas por: Actinobacillus pleuropneumoniae, Pasteurella multocida, Bordetella bronchiseptica, Corynebacterium sp., Streptococcus suis, Haemophilus parasuis, Staphylococcus sp., E. coli, Mycoplasma gallisepticum.",Aves: Los animales tratados no deben sacrificarse para el consumo humano hasta cinco (5) días después de finalizado el tratamiento. No usar en aves en producción de huevos destinados al consumo humano. Cerdos: Los animales tratados no deben sacrificarse para el consumo humano hasta dieciséis (16) días despues de finalizado el tratamiento. No administrar en aves y cerdos destinados a la reproducción. Uso Veterinario. Manténgase fuera del alcance de los niños. Almacenar en un lugar fresco y seco. Proteger de la luz a una temperatura entre 15°C a 30°C. Venta bajo prescripción del Médico Veterinario. ,Laboratorios Demac LTDA.,Colombia.,No aplica.,"Frasco gotero en PEBD por 10 mL, Frasco en PEAD por 50 o 1000 mL. 
Caja de 15 frascos goteros en PEBD por 10 mL.",Aves y Porcinos.,"Aves: 5 días._x000D_
Cerdos: 16 días.",Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9466-MV,"FARMACEUTICA INTERNACIONAL DE GARANTIA ANIMAL S.A. ""FIGA S.A.""",VIGENTE,NOMORDERÉ,"Cada 100 mL. de solución contienen:

Denatonium benzoate","
0,50 g.","Modificador de la conducta en mascotas (perros y gatos jóvenes) con el fin de proteger los objetos de los hogares como zapatos, ropa, muebles, accesorios, etc., de los daños generados por mordeduras.","Para aplicar sobre las superficies. En caso de contacto con los ojos, lávelos con agua por 15 minutos. Si la irritación persiste consulte al Médico. Manténgase a una temperatura inferior a 30°C. Manténgase fuera del alcance de los niños. Uso Veterinario. Venta bajo recomendación del Médico Veterinario.",Laboratorios Decno S.A.S.,Colombia.,No aplica.,"Frasco en PET por 60, 120 o 240 mL.",Caninos y Felinos.,No aplica.,Cosméticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9474-MV,BENTAS BENTONIT,VIGENTE,VAN CAT FRAGANCIA TALCO BEBE,"
Cada 100 gramos de arena contienen:

Bentonita de sodio
Fragancia Talco de Bebé
","


99,995 g
0,005 g
","

 Para controlar el olor y la humedad de las excretas de los gatos.","


Mantener fuera del alcance de los niños. Uso veterinario. Lavarse las manos con agua y jabón después de manipular la arena.",BENTAS BENTONIT,Turquía.,No informa.,"

Bolsas en PEAD por 1, 2, 3, 4, 5, 10, 15, 20, 30, 50 Kg
Caja de cartón de 6 Kg
",Felinos,No aplica.,Biológicos,VIGENTE,EXTRANJERO (Importado)
9476-MV,BENTAS BENTONIT,VIGENTE,CAT´S WHITE ,"
Cada 100 gramos de arena contienen:

Bentonita de sodio
Fragancia lavanda
","


99,995 g
0,005 g
",Para absorber olores y la humedad de las excretas de los gatos.,"
Uso veterinario. Manténgase fuera del alcance de los niños. Lavarse las manos después de manipular la arena. No debe desecharse en el inodoro.",BENTAS BENTONIT,Turquía.,No informa.,"

Bolsas en PEAD por 1, 2, 3, 4, 5, 10, 15, 20, 30, 50 Kg
Caja de cartón de 6 Kg
",Felinos,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9517-MV,COSMOS CORPORATION,VIGENTE,GEL PARA DIENTES (TROPICLEAN FRESH BREATH),"Cada 100 mL de gel contienen:_x000D_
_x000D_
Extracto de hojas de té verde_x000D_
Clorofilina cúprica _x000D_
Menta","_x000D_
_x000D_
2g_x000D_
10 g_x000D_
0,2 g",En perros y gatos para la limpieza dental. Coadyuvante en el control de la placa dental y el sarro.,"Uso veterinario. Manténgase fuera del alcance de los niños. Conservese en sitio fresco, seco y al abrigo de la luz.",COSMOS CORPORATION,Estados Unidos.,No informa.,Frascos en PEBD por 59 mL (2 onzas) y 118 mL (4 onzas) en empaques de PVC (plegadiza y termoformado).,Caninos y Felinios,No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
9519-MV,HOLIDAY SCOTT S.A.,VIGENTE,DIURENE,"Cada comprimido de 500 mg contiene: 

Furosemida","

40 mg","Indicado en el tratamiento del edema (congestión pulmonar, ascitis) asociado con insuficiencia cardiaca y edema tisular agudo no inflamatorio.","Uso Veterinario. Manténgase fuera del alcance de los niños. Diabetes mellitus. Deterioro de la función hepática, pacientes con alteraciones preexistentes en el equilibrio hidroelectrolítico. Almacenar a una temperatura entre 5 y 30° C.",HOLLIDAY SCOTT S.A.,Argentina.,GABRICA,Blíster de aluminio PVC cristal por diez comprimidos en plegadiza de cartón por tres blíster.,Caninos.,No informa,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9526-MV,PHARMACY CR S.A.S.,VIGENTE,PULGOUT JABON,"Cada 100 g del producto contienen:

Base de jabón vegetal","

96,97 g",Jabón cosmético para el control del mal olor en perros y gatos.,Mantener fuera del alcance de los niños. Uso Veterinario. Si presenta alguna reacción alérgica suspenda su uso y consulte al Médico Veterinario.,PHARMACY C.R. S.A.S.,Colombia.,No aplica.,"Bolsas en PEBD por 10, 30 ,50, 95, 110, 120, o 150 gramos.","Caninos y Felinos,",No aplica.,Kit,VIGENTE,COLOMBIA (Fabricado Nacional)
9532-BV,TECNOVAX S.A.,VIGENTE,PROVIDEAN CLOSTRIDIAL 10P,"Cada dosis de 2 mL de suspensión inactivada contiene:

Clostridium chauvoei
Clostridium septicum
Clostridium sordelli
Clostridium haemolyticum (Clostridium novyi tipo D)
Clostridium perfringens tipo C (toxoide ß)
Clostridium perfringens tipo D (toxoide ξ)
Clostridium novyi B
Clostridium tetani
Mannheimia haemolytica (Pasteurella haemolytica)
Pasteurella multocida","≥ 10⁹ bacterias
≥ 10⁹ bacterias
≥ 10⁹ bacterias
≥ 10⁹ bacterias
≥ 300 DL50
≥ 2000 DL 50
≥ 600 DL 50
≥ 10⁵ DL 50
≥ 5 X 10 ⁸ UFC
≥ 5 X 10 ⁸ UFC","En bovinos y ovinos para la prevención de la Pierna negra (mancha), Gangrena gaseosa, Hepatitis infecciosa necrosante, Icterohemoglobinuria bacilar infecciosa, Enterotoxemia, Cabeza hinchada de los lanares, Muerte súbita, Tetanos, así como también neumonías por Pasteurella. Producidas por la acción individual y/o combinada de los Clostridios chauvoei, sépticum, welchi (perfringens) tipo C, welchi (perfringens) tipo D, sordelli, novyi B, haemolyticum (Clostridium novyi tipo D), tetani, Pasteurella multócida y haemolytica (Mannheimia haemolytica).",Uso veterinario. Manténgase fuera del alcance de los niños. Conservar entre 2° y 8°C. No congelar.,TECNOVAX S.A.,Argentina.,AGV SALUD ANIMAL (AGROINSUVET S.A.),"Frascos polipropileno de alta densidad por 50, 120 y 250 mL con 25, 60 y 125 dosis respectivamente.",Bovinos y Ovinos.,No aplica,Productos con categoría toxicológica,VIGENTE,EXTRANJERO (Importado)
9549-BV,Prionics Lelystad B.V.,VIGENTE,PrioCHECK Salmonella Ab porcina 2.0,"
Cada Kit para la detección de Ac contra Salmonella contiene: 


 Componente
1.	Placas de prueba
2.	Conjugado 30X 
3.	Control negativo
4.	Control de validación.
5.	Control positivo
6.	Buffer de dilución 5X.
7.	Substrato cromógeno (TMB).
8.	Solución de frenado.
9.	Solución de lavado 200X
10.	Película adhesiva
11.	Inserto
","

Presentación

5 (450 muestras)	    50 (4500 muestras)
1 vial por 2.2.  mL	   2 viales por 12 mL
1 vial por 0.5 mL	   1 vial por 1.5 mL
1 vial por 0.5 mL	   1 vial por 1.5 mL
1 vial por 0.5 mL	   1 vial por 1.5 mL
1 frasco por 60 mL	   1 frasco por 500 mL
1 frasco por 60 mL	      1 frasco por 500 mL y 1 por 60 mL
1 frasco por 60 mL	      1 frasco por 500 mL y 1 por 60 mL
1 frasco por 60 mL	   2 frascos por 60 mL
15	   150
1	   1
","Kit para la detección in vitro de anticuerpos contra Salmonella (S. typhimurium y S. Choleraesuis) en suero, plasma y jugo de carne porcina. ","_x000D_
Uso Veterinario. Almacenar entre 2 y 8° C. No congelar. Manténgase fuera del alcance de los niños. No use reactivos de Kits con diferente número de lote. Manejar todas las muestras y reactivos como material biopeligroso. El conjugado diluido no es estable, prepárelo justo antes de usar.",Prionics Lelystad B.V.,Holanda.,ADN Internacional S.A.,"_x000D_
Kits por 5 y 50 placas de poliestireno, frascos de polipropileno, en plegadiza de cartón. ",No informa.,No aplica.,Cosméticos,VIGENTE,EXTRANJERO (Importado)
9556-MV,LABORATORIOS NATURAL FRESHLY S.A.,VIGENTE,ESBETERES CAT (BAÑO SECO),"_x000D_
Cada 100 mL. de producto contienen:_x000D_
_x000D_
Fragancia Talco","_x000D_
_x000D_
_x000D_
1 mL.","_x000D_
Champú con extractos naturales, que limpia la piel y el pelaje de su gato. Esta desarrollado para mantener el pelo de su gato brillante, saludable y con agradable olor a talco.","_x000D_
Almacenar en un lugar fresco con temperatura no mayor a 30°C. Solo para uso Veterinario. Evite contacto con los ojos, nariz y boca, en caso de alergia suspenda el producto y consulte su Médico Veterinario. Manténgase fuera del alcance de los niños.",LABORATORIOS NATURAL FRESHLY INFABO S.A.,Colombia.,No aplica.,"Frasco PET con Bomba atomizadora por 50, 60, 70, 80, 90 ,100, 120, 140, 150, 160, 180, 200, 210, 220, 230, 240, 250, 260, 270, 280, 290, 300, 350, 400, 500, 540, 550 y 600 mL.",Felinos,No aplica.,Biológicos,VIGENTE,COLOMBIA (Fabricado Nacional)
9560-MV,ECO ANIMAL HEALTH LTD,VIGENTE,VALOSIN 425,"Cada 100 g de polvo oral contienen:

Tilvalosina (tartrato de tilosina)","

4,25 g","En cerdos, para el control y tratamiento de la Neumonía Enzoótica Porcina asociada con: Mycoplasma hyopneumoniae; y el tratamiento de enteropatía Proliferativa Porcina (Ileitis) causada Lawsonia intracellularis y Disentería Porcina causada Brachyspira hyodisenteriae. En aves (aves reproductoras y pollos de engorde), para el tratamiento de la enfermedad respiratoria asociada con Mycoplasma galisepticum.","Venta bajo fórmula de médico veterinario. Uso veterinario. Manténgase fuera del alcance de los niños. Los cerdos y aves tratados no deben sacrificarse para el consumo humano hasta 2 días después de finalizado el tratamiento. No administrar en aves de postura cuyos huevos se destinen al consumo humano. Como se ha demostrado que la sustancia activa produce reacciones de hipersensibilidad en animales de laboratorio, las personas con hipersensibilidad conocida a esta sustancia deben evitar cualquier contacto con el producto. No ha quedado demostrada la seguridad de este medicamento veterinario durante la gestación y la lactancia en cerdas.
",No informa.,Reino Unido.,ALIMCO S.A.S. /  NUTRIVEC  S.A.S.,Bolsas laminadas de aluminio y poliester con capa interna en polipropileno tejido laminado de papel por 5 y 20 kilogramos.,Aves y Porcinos.,"Carne Aves: 48 horas.

Carne Cerdo: 48 horas. 
No ha quedado demostrada la seguridad de este medicamento veterinario durante la gestación y la lactancia en cerdas.
Huevos: No administrar en aves de postura cuyos huevos se destinen al consumo humano.",Desinfectantes,VIGENTE,EXTRANJERO (Importado)
9567-MV,PROQUIMCOL S.A.,VIGENTE,DESINFECTANTE B- TER,"Cada 1 mL contienen:

Aceite de Creosota
Fenol al 90 % ","

0.423 g.
0.088 g.",Desinfectante para instalaciones pecuarias.,"Uso veterinario. Mantener fuera del alcance de los niños. Aplicarse con maquinaria, equipo y personal especializados. Evite el contacto con la piel, los ojos y las vias respiratorias, puede ser tóxico, si es ingerido acuda inmediatamente al Médico.",PROQUIMCOL S.A.,Colombia.,No aplica.,"En vidrio ámbar por 60, 90, 120, 250, 350, 470, 1.000 mL. 
En PET por 30, 60, 120, 250, 470, 1.000 mL. y en PEAD blanco, transparente por 1, 2, 3, 5, 10 y 20 L y 1 galón.",No aplica.,No aplica. ,Antibióticos,VIGENTE,COLOMBIA (Fabricado Nacional)
9576-MV,BOEHRINGER INGELHEIM VETMEDICA GmbH,VIGENTE,LONGRANGE,"Cada 100 mL de solución contienen:

Eprinomectina","
5 g.","En bovinos para el tratamiento y control de parasitismo producido por: nemátodos gastrointestinales: Cooperia oncophora (adultos y L4), Cooperia punctata (adultos. L4), Cooperia surnabada (adultos, L4), Haemonchus placei (adultos), Oesophagostomum radiatum (adultos), Ostertagia lyrata (adultos), Ostertagia ostertagi (adultos, L4 y L4 inhibida), Trichostrongylus axei (adultos y L4), Trichostrongylus colubriformis (adultos). Nematodos pulmonares: Dictyocaulus viviparus (adultos). Nuche: Hypoderma bovis. Ácaros de la sarna: Sarcoptes scabiei var. bovis. Acción prolongada: protege a los bovinos tratados de la reinfestación con los siguientes parásitos durante los intervalos indicados: nematodos gastrointestinales: Bunostomum phlebotomum 150 días, Cooperia oncophora, C. punctata y Trichostrongylus axei: 100 días; Haemonchus placei. Oesophagostomum radiatum, Ostertagia lyrata y O. ostertagi: 120 días. Nematodos pulmonares: Dictyocaulus viviparus: 150 días.","Uso veterinario. Venta bajo prescripción del médico veterinario. Manténgase fuera del alcance de los niños y los animales domésticos. Los bovinos tratados no deben sacrificarse para consumo humano hasta 48 días después de finalizado el tratamiento. No administrar a vacas en producción de leche para el consumo humano ni a hembras bovinas mayores de 20 meses de edad, incluyendo vacas lecheras en periodo de secado. No administrar a terneros menores de tres (3) meses de edad ni a terneros lactantes destinados al sacrificio, como tampoco a las madres de estos últimos. No usar en sementales. No usar en bovinos criados en confinamiento ni en pastoreo intensivo rotacional. Mantener a una temperatura inferior a 30 °C y protegido de la luz.",BIMEDA-MTC ANIMAL HEALTH INC.,Canadá.,BOEHRINGER INGELHEIM S.A. ,"Caja plegadiza que contiene un frasco en vidrio ámbar tipo I, con tapón en clorobutilo y agrafe en aluminio  por 100, 250 o 500 mL.",Bovinos.,"Carne: 48 días.

Leche:  No administrar a vacas en producción de leche para el consumo humano ni a hembras bovinas mayores de 20 meses de edad, incluyendo vacas lecheras en periodo de secado.",Cosméticos,VIGENTE,EXTRANJERO (Importado)
9583-MV,NUTRISTAR S.A.S.,VIGENTE,MAXICAN,"
Cada 100 ml. de solución para uso externo contiene:

Lanolina
Aloe Vera
En material textil no tejido (mezcla de fibras naturales y sintéticas)
","


0.2 g
0.2 g
",En perros y gatos para la limpieza externa,"

Manténgase fuera del alcance de los niños. Uso Veterinario.  Para uso externo solamente.",ZHEJIANG WHAMEY DAILY,China.,No aplica.,"

Pote cilíndrico en PEAD por 30, 40, 50, 60 y 80 paños húmedos. Empaque flexible en PET-Poliamida-PEBD por 10, 15 y 24 paños húmedos.	",Caninos y felinos,No aplica.,Antibióticos,VIGENTE,EXTRANJERO (Importado)
9596-BV,VETALL LABORATORIES,VIGENTE,Sens PERT Giardia Test Kit,"Cada kit de prueba para la detección   de Ag de Giardia Lamblia contiene:_x000D_
_x000D_
1. Set de prueba_x000D_
2. Diluyente (Tampon)_x000D_
3. Cuenta gotas desechables para recolección  de muestras._x000D_
4. Goteros desechables._x000D_
4. Inserto (instrucciones para uso.)","_x000D_
_x000D_
10 Unidades_x000D_
10 frascos por 1 mL._x000D_
10 Unidades_x000D_
10 Unidades_x000D_
1","El Kit de prueba Sens PERT Giardia Test, se utiliza para la detección de antígenos de Giardia Lamblia en heces.","Uso Veterinario. Manténgase fuera del alcance de los niños. Los Kits de prueba pueden ser almacenados en 2 y 30 °C. No los almacene en refrigerador, sin embargo si estan almacenados bajo condiciones frias, manténgalos  a temperatura ambiente de 15 a 30 minutos antes de su uso.",No informa.,Corea.,Gabrica S.A.S.,"Membrana de nitocelulosa recubierta de Ac monoclonal anti Giardia, en tarjeta plástica, plegadiza de cartón por 10 pruebas.",No informa.,No aplica.,Desinfectantes,VIGENTE,EXTRANJERO (Importado)
9618-BV,PRONDIL S.A.,VIGENTE,SUPRAVAL 10 + P,"Cada mL de suspensión inyectable contiene:

Pasteurella multocida tipo A
Pasteurella multocida tipo D
Pasteurella trehalosi
Mandemia hamolvica
Clostridium Sodelli

Clostridium Presfringens Tipo A



Clostridium Presfringens Tipo B


Clostridium Presfringens Tipo D

Clostridium Presfringens Tipo c

Clostridium Septicum

Clostridium novyi Tipo A

Clostridium novyi Tipo B

Clostridium tetani

Clostridium Chauvoei (Anacultivo)","

 10 UA/mL
 10 UA/mL
 10 UA/mL
 10 UA/mL
 1.0 UI de Antitoxina/mL
 0.5 UI de antitoxina a/mL
  5.0 de antitoxina c/mL
10 UI de antitoxina B/mL
 0.5 de antitoxina C/mL
10 UI de antitoxina B/mL

 2.5 UI de antitoxina /ml

 3.5 UI de antitoxina /ml

3.5 UI de antitoxina /ml

2.5 UI de antitoxina /ml

75% de proteccion por (desatio)","Para la inmunización activa de Bovinos, Ovinos y Caprinos contra: Mancha (Carbunclo sintomático), Edema maligno, (gangrena gaseosa), disenteria de los de los corderos, Hepatitis infecciosa necrosante, Gastritis hemorrágica por C, Septicum (Braxy), Enfermedad del riñon pulposo, Cabeza Hinchada, Enterotoxemias, Tetanos, Pasteurelosisis neumónica y pasteurelosisis  Séptica.",Uso Veterinario. Manténgase fuera del alcance de los niños. No vacunar cabras ni ovejas en gestación. Conservar entre 2 y 8 °C. No congelar.,Frondil S.A.,Uruguay.,CARVAL DE COLOMBIA,"Frascos en polipropileno por 48, 100, 140, 240 y 500 mL.","Bovinos, Ovinos y Caprinos.",No informa.,Agentes que actúan en el sistema de renina-angiotensina,VIGENTE,EXTRANJERO (Importado)
